FREQ,Frequency,BORROWERS_CTY,Borrowers' country,TC_BORROWERS,Borrowing sector,TC_LENDERS,Lending sector,VALUATION,Valuation method,UNIT_TYPE,Unit type,TC_ADJUST,Adjustment,UNIT_MULT,Unit Multiplier,UNIT_MEASURE,Unit of measure,TITLE_TS,Series,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2
Q,Quarterly,MX,Mexico,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Mexico - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:MX:G:A:N:770:A,35.9,35,35.4,35.2,35.3,35.6,35.3,35.3,35.3,35.3,36.2,36.1,38.4,41.3,42.2,41.5,42.7,40.2,40.9,40.7,41.5,40.8
Q,Quarterly,MX,Mexico,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Mexico - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:MX:H:A:M:770:A,16,15.9,16,16,16.2,16.1,16.1,16,16.3,16.3,16.4,16,16.2,16.8,17.1,17.2,17.3,16.5,16.4,16.3,16.4,16.3
Q,Quarterly,MX,Mexico,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Mexico - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:MX:N:A:M:770:A,25.1,24.6,25.1,26.5,25.3,26.4,25.4,25.7,25.7,25.9,25.7,25.1,29.1,29.7,29,27,26.9,25.3,25,24.8,24.1,23.9
Q,Quarterly,MX,Mexico,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Mexico - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:MX:P:A:M:770:A,41.1,40.5,41.1,42.5,41.5,42.5,41.5,41.8,42,42.2,42.1,41.2,45.3,46.6,46.1,44.3,44.2,41.8,41.4,41,40.4,40.2
Q,Quarterly,MY,Malaysia,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Malaysia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:MY:C:A:M:770:A,186.6,186.1,183.1,182.8,184.5,188.3,187.4,187.7,189.5,189.9,189.2,189.1,190.8,203.1,208.1,211.8,215,208.1,209,206,202.2,197
Q,Quarterly,MY,Malaysia,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Malaysia - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:MY:G:A:N:770:A,51.8,52.1,51.1,50.1,50.7,51.4,51.1,51.2,53.1,54,53.8,52.4,54.3,59,61,62,64.6,64.3,64.6,63.4,63,62.7
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:MY:H:A:M:770:A,67.9,67,66.3,66.2,66.2,67.9,67.9,68,67.9,67.8,67.9,68.1,67.9,71.8,74.5,76.4,76.7,73.4,73.6,73.1,71.6,69.4
Q,Quarterly,MY,Malaysia,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Malaysia - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:MY:N:A:M:770:A,66.9,67,65.8,66.5,67.6,68.9,68.4,68.6,68.5,68.2,67.5,68.5,68.6,72.2,72.6,73.4,73.8,70.5,70.8,69.5,67.5,64.9
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:MY:P:A:M:770:A,134.8,134,132.1,132.7,133.8,136.8,136.3,136.5,136.4,136,135.4,136.6,136.5,144.1,147.1,149.7,150.5,143.8,144.4,142.5,139.1,134.3
Q,Quarterly,NL,Netherlands,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Netherlands - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:NL:C:A:M:770:A,352,347.7,344,338.1,335.3,330.5,326.2,323.1,318.7,316.3,312.8,306,309,320.2,321.8,316.2,319.4,315,310.4,307.2,297.8,292.1
Q,Quarterly,NL,Netherlands,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Netherlands - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:NL:G:A:M:770:A,67.5,66.7,64.4,64.2,61.8,61.1,59.4,59.4,58.1,59,58.1,56.3,57.2,63.3,63.6,63.3,62.3,61.5,59.7,59.4,54.4,51.2
Q,Quarterly,NL,Netherlands,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Netherlands - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:NL:G:A:N:770:A,59.8,59,57.2,56.9,55.2,54.1,53,52.4,50.8,50.9,49.2,48.6,49.4,55.1,55.3,54.7,55.2,54.5,52.8,52.5,50.8,50.9
Q,Quarterly,NL,Netherlands,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Netherlands - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:NL:H:A:M:770:A,110.3,109.6,108.9,107.8,106.7,106.1,105.4,104.5,103.4,102.6,101.8,100.8,100.7,103.1,104.1,105,105.7,103.6,102.8,101.5,99.8,98.7
Q,Quarterly,NL,Netherlands,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Netherlands - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:NL:N:A:M:770:A,174.1,171.4,170.7,166.1,166.8,163.3,161.3,159.3,157.2,154.6,153,148.9,151.1,153.9,154.1,147.9,151.4,149.9,147.9,146.3,143.6,142.2
Q,Quarterly,NL,Netherlands,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Netherlands - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:NL:P:A:M:770:A,284.5,281,279.6,273.9,273.5,269.4,266.7,263.7,260.6,257.2,254.7,249.7,251.8,257,258.2,252.9,257.1,253.5,250.7,247.8,243.4,240.9
Q,Quarterly,NO,Norway,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Norway - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:NO:C:A:M:770:A,290,286.5,281.8,280.2,279,275.5,270,270.9,268.1,272.3,277.7,286.2,294.4,306.9,313.7,324.1,318.1,303.1,290.1,278.3,251.1,237.8
Q,Quarterly,NO,Norway,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Norway - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:NO:G:A:M:770:A,39.5,38.1,37.2,38.1,38,37,35.3,39.2,36.4,35.4,35.4,40.4,41.6,41.5,41.5,46.3,43.1,38,36.9,42.9,35.3,34.5
Q,Quarterly,NO,Norway,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Norway - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:NO:G:A:N:770:A,38.6,37.3,36.4,37.3,37.3,36.5,34.9,38.7,35.8,34.9,34.8,39.8,40.8,40.5,40.5,45.3,42.4,37.5,36.5,42.6,35.5,34.9
Q,Quarterly,NO,Norway,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Norway - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:NO:H:A:M:770:A,100.8,100.9,100.8,100.6,100.4,100.5,99.7,98.9,99,100.4,102.2,103.3,104.5,108.6,111.2,113.4,112.9,109.4,104.5,98,90.3,84.2
Q,Quarterly,NO,Norway,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Norway - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:NO:N:A:M:770:A,149.7,147.4,143.8,141.5,140.5,138,134.9,132.7,132.7,136.5,140.1,142.5,148.3,156.8,161,164.5,162.1,155.7,148.6,137.4,125.4,119
Q,Quarterly,NO,Norway,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Norway - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:NO:P:A:M:770:A,250.5,248.4,244.6,242.1,240.9,238.5,234.6,231.7,231.7,236.9,242.3,245.8,252.8,265.4,272.2,277.9,275,265.1,253.2,235.4,215.7,203.2
Q,Quarterly,NZ,New Zealand,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,New Zealand - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:NZ:C:A:M:770:A,208,207,205.8,202.6,202.4,202,201.5,202.5,198.8,198.7,198.8,198,199.8,210.7,215.3,218.9,222.3,214.6,218.7,219.3,218.3,218.4
Q,Quarterly,NZ,New Zealand,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,New Zealand - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:NZ:G:A:N:770:A,31.4,30.9,30.8,28.6,29.2,29.1,29.1,29.8,26.9,26.4,27.3,27.7,28.2,37.1,42.6,44.8,47.2,44,46.7,47.6,46.9,46.9
Q,Quarterly,NZ,New Zealand,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,New Zealand - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:NZ:H:A:M:770:A,92,92,91.3,90.9,90.7,90.6,90.6,91.2,91.3,91.5,91.4,91.7,91.9,93.8,94.7,97.1,98.8,97,98.2,98.8,98.6,98.2
Q,Quarterly,NZ,New Zealand,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,New Zealand - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:NZ:N:A:M:770:A,84.6,84.1,83.6,83.1,82.4,82.3,81.8,81.6,80.6,80.8,80.1,78.6,79.7,79.8,78,76.9,76.4,73.6,73.7,72.9,72.8,73.3
Q,Quarterly,NZ,New Zealand,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,New Zealand - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:NZ:P:A:M:770:A,176.6,176.1,175,174,173.2,172.9,172.4,172.8,171.9,172.3,171.5,170.3,171.6,173.6,172.7,174.1,175.1,170.7,171.9,171.7,171.5,171.5
Q,Quarterly,PL,Poland,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Poland - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:PL:C:A:M:770:A,140.9,139.6,137.1,134.7,135.5,135.1,133.2,132.5,131.7,129.6,129.7,126.4,131,140.3,140.2,141.1,141.9,137,135.2,128.9,122.9,118.2
Q,Quarterly,PL,Poland,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Poland - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:PL:G:A:M:770:A,55.8,55.4,53.8,52.8,52.9,52.3,51,50.8,50.8,49.7,49.5,47.6,50.2,59.4,59.8,60.4,61.7,59.2,57.6,52.6,48.9,46.5
Q,Quarterly,PL,Poland,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Poland - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:PL:G:A:N:770:A,53.8,53.1,51.9,50.7,51.2,50.4,49.4,48.9,48.9,47.7,47,45.7,47.6,54.7,56.5,57.2,58.6,56.9,55.8,53.8,52,51.4
Q,Quarterly,PL,Poland,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Poland - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:PL:H:A:M:770:A,36,35.9,35.5,34.9,35,35.4,35.1,35.1,34.9,34.8,34.9,34.4,34.7,34.9,34.9,34.6,34.3,33.4,33.1,32.4,31.1,29.8
Q,Quarterly,PL,Poland,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Poland - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:PL:N:A:M:770:A,49.1,48.3,47.7,47,47.6,47.4,47.1,46.6,46.1,45.1,45.2,44.3,46.2,46,45.5,46.1,45.9,44.5,44.5,43.9,42.9,42
Q,Quarterly,PL,Poland,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Poland - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:PL:P:A:M:770:A,85.1,84.2,83.3,81.9,82.6,82.8,82.3,81.6,80.9,79.9,80.2,78.8,80.9,80.9,80.4,80.7,80.2,77.9,77.6,76.2,73.9,71.7
Q,Quarterly,PT,Portugal,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Portugal - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:PT:C:A:M:770:A,320.1,320.7,318.3,312.8,310.8,305.2,303.2,298,299.8,298.3,297.4,290.8,292.8,311.3,320.6,327.5,331.7,321,314.5,306.4,297.6,286.7
Q,Quarterly,PT,Portugal,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Portugal - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:PT:G:A:M:770:A,136.6,139.6,139.6,136.1,137.1,134.7,134.1,131,134.1,133.7,134.1,129.9,131.1,140,146.5,150.9,152.9,147.4,142.6,137.4,131.7,125.2
Q,Quarterly,PT,Portugal,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Portugal - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:PT:G:A:N:770:A,131.4,132.6,131,126.1,126.2,125.1,124.7,121.5,122.7,119.9,119.1,116.6,119.2,126.2,131.3,134.9,138.2,134.2,129.1,125.5,124.7,123.3
Q,Quarterly,PT,Portugal,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Portugal - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:PT:H:A:M:770:A,71.7,70.7,69.9,69.2,68.1,67.4,66.6,66,65.1,64.7,64.1,63.5,63.8,66.4,67.7,69.1,69.8,67.7,67.2,66.4,64.8,63.6
Q,Quarterly,PT,Portugal,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Portugal - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:PT:N:A:M:770:A,111.8,110.4,108.8,107.6,105.6,103.1,102.5,101,100.5,99.9,99.1,97.4,97.9,104.9,106.3,107.5,109,105.8,104.7,102.7,101.1,97.8
Q,Quarterly,PT,Portugal,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Portugal - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:PT:P:A:M:770:A,183.5,181.1,178.7,176.7,173.7,170.5,169.2,167.1,165.7,164.6,163.2,160.9,161.7,171.4,174.1,176.6,178.8,173.5,171.9,169.1,165.9,161.5
Q,Quarterly,RU,Russia,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Russia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:RU:C:A:M:770:A,112.6,113.8,114.6,114.8,113.4,113.8,112.7,112.2,109.8,109.3,111.6,110.8,118.8,121.9,129.2,134.2,132.4,127,124.3,120.6,118.8,120.4
Q,Quarterly,RU,Russia,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Russia - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:RU:G:A:N:770:A,15.8,15.9,16,15.5,15.2,15.1,14.6,14.6,14.4,14.8,15.2,14.7,15.4,16.3,17.8,20.4,20.5,19.9,19.3,18.6,17.9,17.8
Q,Quarterly,RU,Russia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Russia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:RU:H:A:M:770:A,15.4,15.7,15.9,16.3,16.4,16.6,16.9,17.2,17.6,18.2,18.6,19.1,19.8,20.3,21.4,22,22.3,22.1,22,21.9,21.1,21.4
Q,Quarterly,RU,Russia,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Russia - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:RU:N:A:M:770:A,81.4,82.3,82.8,83,81.9,82.1,81.3,80.3,77.9,76.3,77.8,77,83.5,85.2,90,91.8,89.6,85,83,80.2,79.8,81.2
Q,Quarterly,RU,Russia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Russia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:RU:P:A:M:770:A,96.8,97.9,98.7,99.3,98.3,98.7,98.1,97.5,95.4,94.5,96.4,96.1,103.4,105.6,111.4,113.8,111.9,107.1,105,102,100.9,102.7
Q,Quarterly,SA,Saudi Arabia,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Saudi Arabia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:SA:C:A:M:770:A,81.5,81.7,81,80.6,78.6,77.1,75.2,73.5,75.7,79,81.5,84.8,92.3,102.7,110.2,117.8,121.5,118.6,116.3,112.9,107.3,100
Q,Quarterly,SA,Saudi Arabia,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Saudi Arabia - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:SA:G:A:N:770:A,14.1,15.2,16.2,17.2,17.7,17.8,18,18.3,19.2,20.3,21.4,22.5,24.2,27.4,29.8,32.4,32.9,31.7,30.8,30,28,25.6
Q,Quarterly,SA,Saudi Arabia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Saudi Arabia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:SA:H:A:M:770:A,14.6,14.4,14.1,14.2,13.6,13,12.9,12.2,12.1,12.2,12.5,12.9,13.2,14.1,15.2,16.1,16.6,16.2,16.1,16,15.2,14.2
Q,Quarterly,SA,Saudi Arabia,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Saudi Arabia - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:SA:N:A:M:770:A,52.9,52.1,50.7,49.3,47.4,46.3,44.3,43.1,44.4,46.5,47.6,49.3,54.9,61.3,65.2,69.4,72,70.7,69.4,67,64.2,60.2
Q,Quarterly,SA,Saudi Arabia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Saudi Arabia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:SA:P:A:M:770:A,67.4,66.5,64.8,63.4,60.9,59.3,57.2,55.2,56.5,58.7,60.1,62.3,68.1,75.3,80.3,85.5,88.6,86.9,85.5,82.9,79.4,74.4
Q,Quarterly,SE,Sweden,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Sweden - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:SE:C:A:M:770:A,285.7,284.1,281.3,284.2,283.5,283.5,284,282.1,286.7,287.7,287.9,287.6,295.4,301.2,304.8,306.6,312.4,307.4,305.7,310.5,308.6,302.9
Q,Quarterly,SE,Sweden,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Sweden - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:SE:G:A:M:770:A,44.9,43.9,42.2,43.4,41,41.1,40.6,41.2,38.9,38.1,37.7,37.1,37.8,39,40.1,41.4,41.1,39.5,37.8,38.1,35.7,33.7
Q,Quarterly,SE,Sweden,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Sweden - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:SE:G:A:N:770:A,42,41.3,39.7,41,38.8,38.9,38.6,39.2,36.8,35.9,35.4,35.2,35.9,37.1,38.2,39.6,39.5,38,36.2,36.4,34.8,33.5
Q,Quarterly,SE,Sweden,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Sweden - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:SE:H:A:M:770:A,86.2,86.7,87,87.2,87.2,87.5,87.7,88.1,87.9,88.2,88.2,88.5,88.8,91.3,92.4,93.7,94.5,93.8,93.5,92.7,92.2,91.1
Q,Quarterly,SE,Sweden,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Sweden - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:SE:N:A:M:770:A,154.6,153.4,152,153.6,155.3,154.9,155.6,152.9,159.9,161.3,162.1,162,168.7,170.9,172.2,171.5,176.8,174.1,174.5,179.8,180.7,178
Q,Quarterly,SE,Sweden,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Sweden - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:SE:P:A:M:770:A,240.7,240.1,239.1,240.8,242.5,242.4,243.3,240.9,247.8,249.6,250.2,250.5,257.5,262.2,264.7,265.2,271.3,267.9,267.9,272.5,272.9,269.1
Q,Quarterly,SG,Singapore,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Singapore - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:SG:C:A:M:770:A,305.7,308.2,306.2,307.8,306.3,307.6,304.5,305.7,308.2,312.9,321.8,334.9,340.1,358.3,368.2,381.9,381.5,377.6,370,367,372.4,377.9
Q,Quarterly,SG,Singapore,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Singapore - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:SG:G:A:N:770:A,106.6,105.8,106.8,106,107.8,107.7,106.9,107.6,109.5,110.8,119.1,125.1,128.1,139,143.3,148,152,147.5,146.8,145.9,159.8,176.1
Q,Quarterly,SG,Singapore,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Singapore - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:SG:H:A:M:770:A,63,62.8,62.5,62.5,62,61,59.8,59.1,58.2,57.7,57.5,57.8,56.9,58.3,60,61.5,62,59.7,58.7,58.3,57.1,56.2
Q,Quarterly,SG,Singapore,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Singapore - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:SG:N:A:M:770:A,134,137.8,135,137.5,134.6,137.1,136.2,137.4,139.1,143,143.8,150.8,154.1,160.1,163.8,171.3,166.4,169.6,164.4,162.8,155.5,145.6
Q,Quarterly,SG,Singapore,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Singapore - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:SG:P:A:M:770:A,199.1,202.5,199.4,201.8,198.5,199.9,197.7,198.1,198.8,202.1,202.7,209.8,212,219.3,224.9,233.8,229.5,230.1,223.2,221.2,212.7,201.8
Q,Quarterly,TH,Thailand,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Thailand - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:TH:C:A:M:770:A,186.5,186.4,185.4,185.8,185,185.7,186.5,188.3,188.1,187.5,187,188.6,192.6,204.5,212.7,221.6,226.7,225.7,230.4,232.4,232.5,231.2
Q,Quarterly,TH,Thailand,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Thailand - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:TH:G:A:N:770:A,31.9,31.7,32.5,32.5,32.8,32.8,33.7,33.9,34.1,33.9,33.6,34,34.6,39.3,42.4,45.1,47.5,48.7,51.3,52.8,53.7,53.7
Q,Quarterly,TH,Thailand,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Thailand - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:TH:H:A:M:770:A,78.6,78.2,78.1,78.6,78,77.8,77.9,78.8,78.5,78.4,79.1,80.3,80.7,84.5,87.5,90.6,91.7,90.4,90.4,90.9,90,88.9
