Frequency,BORROWERS_CTY,Borrowers' country,Borrowing sector,Lending sector,VALUATION,Valuation method,Quaterlly_per_year,Total_Credit__all_Sec
Quarterly,CH,Switzerland,Households & NPISHs,All sectors,M,Market value,2021-Q4,131.6
Quarterly,CH,Switzerland,Non-financial corporations,All sectors,M,Market value,2021-Q4,143.4
Quarterly,CH,Switzerland,Private non-financial sector,All sectors,M,Market value,2021-Q4,275.0
Quarterly,CL,Chile,Non financial sector,All sectors,M,Market value,2021-Q4,182.5
Quarterly,CL,Chile,General government,All sectors,M,Market value,2021-Q4,35.8
Quarterly,CL,Chile,General government,All sectors,N,Nominal value,2021-Q4,36.3
Quarterly,CL,Chile,Households & NPISHs,All sectors,M,Market value,2021-Q4,44.8
Quarterly,CL,Chile,Non-financial corporations,All sectors,M,Market value,2021-Q4,102.0
Quarterly,CL,Chile,Private non-financial sector,All sectors,M,Market value,2021-Q4,146.7
Quarterly,CN,China,Non financial sector,All sectors,M,Market value,2021-Q4,286.1
Quarterly,CN,China,General government,All sectors,N,Nominal value,2021-Q4,71.6
Quarterly,CN,China,Households & NPISHs,All sectors,M,Market value,2021-Q4,61.6
Quarterly,CN,China,Non-financial corporations,All sectors,M,Market value,2021-Q4,152.8
Quarterly,CN,China,Private non-financial sector,All sectors,M,Market value,2021-Q4,214.4
Quarterly,CO,Colombia,Non financial sector,All sectors,M,Market value,2021-Q4,133.5
Quarterly,CO,Colombia,General government,All sectors,N,Nominal value,2021-Q4,68.5
Quarterly,CO,Colombia,Households & NPISHs,All sectors,M,Market value,2021-Q4,30.464
Quarterly,CO,Colombia,Non-financial corporations,All sectors,M,Market value,2021-Q4,34.587
Quarterly,CO,Colombia,Private non-financial sector,All sectors,M,Market value,2021-Q4,65.1
Quarterly,CZ,Czechia,Non financial sector,All sectors,M,Market value,2021-Q4,126.7
Quarterly,CZ,Czechia,General government,All sectors,M,Market value,2021-Q4,40.3
Quarterly,CZ,Czechia,General government,All sectors,N,Nominal value,2021-Q4,42.0
Quarterly,CZ,Czechia,Households & NPISHs,All sectors,M,Market value,2021-Q4,34.6
Quarterly,CZ,Czechia,Non-financial corporations,All sectors,M,Market value,2021-Q4,51.8
Quarterly,CZ,Czechia,Private non-financial sector,All sectors,M,Market value,2021-Q4,86.4
Quarterly,DE,Germany,Non financial sector,All sectors,M,Market value,2021-Q4,204.4
Quarterly,DE,Germany,General government,All sectors,M,Market value,2021-Q4,74.2
Quarterly,DE,Germany,General government,All sectors,N,Nominal value,2021-Q4,68.8
Quarterly,DE,Germany,Households & NPISHs,All sectors,M,Market value,2021-Q4,56.8
Quarterly,DE,Germany,Non-financial corporations,All sectors,M,Market value,2021-Q4,73.4
Quarterly,DE,Germany,Private non-financial sector,All sectors,M,Market value,2021-Q4,130.2
Quarterly,DK,Denmark,Non financial sector,All sectors,M,Market value,2021-Q4,281.7
Quarterly,DK,Denmark,General government,All sectors,M,Market value,2021-Q4,41.3
Quarterly,DK,Denmark,General government,All sectors,N,Nominal value,2021-Q4,36.6
Quarterly,DK,Denmark,Households & NPISHs,All sectors,M,Market value,2021-Q4,104.3
Quarterly,DK,Denmark,Non-financial corporations,All sectors,M,Market value,2021-Q4,136.1
Quarterly,DK,Denmark,Private non-financial sector,All sectors,M,Market value,2021-Q4,240.4
Quarterly,ES,Spain,Non financial sector,All sectors,M,Market value,2021-Q4,295.1
Quarterly,ES,Spain,General government,All sectors,M,Market value,2021-Q4,132.7
Quarterly,ES,Spain,General government,All sectors,N,Nominal value,2021-Q4,118.3
Quarterly,ES,Spain,Households & NPISHs,All sectors,M,Market value,2021-Q4,58.4
Quarterly,ES,Spain,Non-financial corporations,All sectors,M,Market value,2021-Q4,104.0
Quarterly,ES,Spain,Private non-financial sector,All sectors,M,Market value,2021-Q4,162.4
Quarterly,FI,Finland,Non financial sector,All sectors,M,Market value,2021-Q4,263.9
Quarterly,FI,Finland,General government,All sectors,M,Market value,2021-Q4,75.7
Quarterly,FI,Finland,General government,All sectors,N,Nominal value,2021-Q4,72.4
Quarterly,FI,Finland,Households & NPISHs,All sectors,M,Market value,2021-Q4,67.8
Quarterly,FI,Finland,Non-financial corporations,All sectors,M,Market value,2021-Q4,120.4
Quarterly,FI,Finland,Private non-financial sector,All sectors,M,Market value,2021-Q4,188.2
Quarterly,FR,France,Non financial sector,All sectors,M,Market value,2021-Q4,361.4
Quarterly,FR,France,General government,All sectors,M,Market value,2021-Q4,126.0
Quarterly,FR,France,General government,All sectors,N,Nominal value,2021-Q4,112.9
Quarterly,FR,France,Households & NPISHs,All sectors,M,Market value,2021-Q4,66.8
Quarterly,FR,France,Non-financial corporations,All sectors,M,Market value,2021-Q4,168.6
Quarterly,FR,France,Private non-financial sector,All sectors,M,Market value,2021-Q4,235.4
Quarterly,G2,G20 economies,Non financial sector,All sectors,M,Market value,2021-Q4,265.2
Quarterly,G2,G20 economies,General government,All sectors,M,Market value,2021-Q4,101.0
Quarterly,G2,G20 economies,General government,All sectors,N,Nominal value,2021-Q4,95.9
Quarterly,G2,G20 economies,Households & NPISHs,All sectors,M,Market value,2021-Q4,64.4
Quarterly,G2,G20 economies,Non-financial corporations,All sectors,M,Market value,2021-Q4,99.8
Quarterly,G2,G20 economies,Private non-financial sector,All sectors,M,Market value,2021-Q4,164.2
Quarterly,GB,United Kingdom,Non financial sector,All sectors,M,Market value,2021-Q4,291.3
Quarterly,GB,United Kingdom,General government,All sectors,M,Market value,2021-Q4,133.6
Quarterly,GB,United Kingdom,General government,All sectors,N,Nominal value,2021-Q4,105.5
Quarterly,GB,United Kingdom,Households & NPISHs,All sectors,M,Market value,2021-Q4,86.6
Quarterly,GB,United Kingdom,Non-financial corporations,All sectors,M,Market value,2021-Q4,71.1
Quarterly,GB,United Kingdom,Private non-financial sector,All sectors,M,Market value,2021-Q4,157.7
Quarterly,GR,Greece,Non financial sector,All sectors,M,Market value,2021-Q4,326.5
Quarterly,GR,Greece,General government,All sectors,M,Market value,2021-Q4,206.3
Quarterly,GR,Greece,General government,All sectors,N,Nominal value,2021-Q4,193.6
Quarterly,GR,Greece,Households & NPISHs,All sectors,M,Market value,2021-Q4,55.3
Quarterly,GR,Greece,Non-financial corporations,All sectors,M,Market value,2021-Q4,64.9
Quarterly,GR,Greece,Private non-financial sector,All sectors,M,Market value,2021-Q4,120.2
Quarterly,HK,Hong Kong SAR,Non financial sector,All sectors,M,Market value,2021-Q4,447.8
Quarterly,HK,Hong Kong SAR,General government,All sectors,N,Nominal value,2021-Q4,79.7
Quarterly,HK,Hong Kong SAR,Households & NPISHs,All sectors,M,Market value,2021-Q4,93.1
Quarterly,HK,Hong Kong SAR,Non-financial corporations,All sectors,M,Market value,2021-Q4,275.0
Quarterly,HK,Hong Kong SAR,Private non-financial sector,All sectors,M,Market value,2021-Q4,368.1
Quarterly,HU,Hungary,Non financial sector,All sectors,M,Market value,2021-Q4,173.5
Quarterly,HU,Hungary,General government,All sectors,M,Market value,2021-Q4,74.2
Quarterly,HU,Hungary,General government,All sectors,N,Nominal value,2021-Q4,74.6
Quarterly,HU,Hungary,Households & NPISHs,All sectors,M,Market value,2021-Q4,21.0
Quarterly,HU,Hungary,Non-financial corporations,All sectors,M,Market value,2021-Q4,78.3
Quarterly,HU,Hungary,Private non-financial sector,All sectors,M,Market value,2021-Q4,99.3
Quarterly,ID,Indonesia,Non financial sector,All sectors,M,Market value,2021-Q4,82.4
Quarterly,ID,Indonesia,General government,All sectors,N,Nominal value,2021-Q4,40.6
Quarterly,ID,Indonesia,Households & NPISHs,All sectors,M,Market value,2021-Q4,17.3
Quarterly,ID,Indonesia,Non-financial corporations,All sectors,M,Market value,2021-Q4,24.6
Quarterly,ID,Indonesia,Private non-financial sector,All sectors,M,Market value,2021-Q4,41.9
Quarterly,IE,Ireland,Non financial sector,All sectors,M,Market value,2021-Q4,254.5
Quarterly,IE,Ireland,General government,All sectors,M,Market value,2021-Q4,58.9
Quarterly,IE,Ireland,General government,All sectors,N,Nominal value,2021-Q4,55.4
Quarterly,IE,Ireland,Households & NPISHs,All sectors,M,Market value,2021-Q4,30.6
Quarterly,IE,Ireland,Non-financial corporations,All sectors,M,Market value,2021-Q4,165.1
Quarterly,IE,Ireland,Private non-financial sector,All sectors,M,Market value,2021-Q4,195.6
Quarterly,IL,Israel,Non financial sector,All sectors,M,Market value,2021-Q4,190.7
Quarterly,IL,Israel,General government,All sectors,M,Market value,2021-Q4,75.4
Quarterly,IL,Israel,General government,All sectors,N,Nominal value,2021-Q4,67.2
Quarterly,IL,Israel,Households & NPISHs,All sectors,M,Market value,2021-Q4,43.9
Quarterly,IL,Israel,Non-financial corporations,All sectors,M,Market value,2021-Q4,71.4
Quarterly,IL,Israel,Private non-financial sector,All sectors,M,Market value,2021-Q4,115.3
Quarterly,IN,India,Non financial sector,All sectors,M,Market value,2021-Q4,173.5
Quarterly,IN,India,General government,All sectors,N,Nominal value,2021-Q4,84.8
Quarterly,IN,India,Households & NPISHs,All sectors,M,Market value,2021-Q4,35.9
Quarterly,IN,India,Non-financial corporations,All sectors,M,Market value,2021-Q4,52.8
Quarterly,IN,India,Private non-financial sector,All sectors,M,Market value,2021-Q4,88.7
Quarterly,IT,Italy,Non financial sector,All sectors,M,Market value,2021-Q4,281.4
Quarterly,IT,Italy,General government,All sectors,M,Market value,2021-Q4,164.9
Quarterly,IT,Italy,General government,All sectors,N,Nominal value,2021-Q4,150.4
Quarterly,IT,Italy,Households & NPISHs,All sectors,M,Market value,2021-Q4,43.5
Quarterly,IT,Italy,Non-financial corporations,All sectors,M,Market value,2021-Q4,73.0
Quarterly,IT,Italy,Private non-financial sector,All sectors,M,Market value,2021-Q4,116.5
Quarterly,JP,Japan,Non financial sector,All sectors,M,Market value,2021-Q4,422.3
Quarterly,JP,Japan,General government,All sectors,M,Market value,2021-Q4,235.3
Quarterly,JP,Japan,General government,All sectors,N,Nominal value,2021-Q4,225.3
Quarterly,JP,Japan,Households & NPISHs,All sectors,M,Market value,2021-Q4,68.8
Quarterly,JP,Japan,Non-financial corporations,All sectors,M,Market value,2021-Q4,118.2
Quarterly,JP,Japan,Private non-financial sector,All sectors,M,Market value,2021-Q4,187.1
Quarterly,KR,Korea,Non financial sector,All sectors,M,Market value,2021-Q4,265.0
Quarterly,KR,Korea,General government,All sectors,M,Market value,2021-Q4,45.5
Quarterly,KR,Korea,Households & NPISHs,All sectors,M,Market value,2021-Q4,105.8
Quarterly,KR,Korea,Non-financial corporations,All sectors,M,Market value,2021-Q4,113.7
Quarterly,KR,Korea,Private non-financial sector,All sectors,M,Market value,2021-Q4,219.5
Quarterly,LU,Luxembourg,Non financial sector,All sectors,M,Market value,2021-Q4,433.9
Quarterly,LU,Luxembourg,General government,All sectors,M,Market value,2021-Q4,25.1
Quarterly,LU,Luxembourg,General government,All sectors,N,Nominal value,2021-Q4,24.6
Quarterly,LU,Luxembourg,Households & NPISHs,All sectors,M,Market value,2021-Q4,67.0
Quarterly,LU,Luxembourg,Non-financial corporations,All sectors,M,Market value,2021-Q4,341.8
Quarterly,LU,Luxembourg,Private non-financial sector,All sectors,M,Market value,2021-Q4,408.8
Quarterly,MX,Mexico,Non financial sector,All sectors,M,Market value,2021-Q4,81.7
Quarterly,MX,Mexico,General government,All sectors,N,Nominal value,2021-Q4,40.7
Quarterly,MX,Mexico,Households & NPISHs,All sectors,M,Market value,2021-Q4,16.3
Quarterly,MX,Mexico,Non-financial corporations,All sectors,M,Market value,2021-Q4,24.8
Quarterly,MX,Mexico,Private non-financial sector,All sectors,M,Market value,2021-Q4,41.0
Quarterly,MY,Malaysia,Non financial sector,All sectors,M,Market value,2021-Q4,206.0
Quarterly,MY,Malaysia,General government,All sectors,N,Nominal value,2021-Q4,63.4
Quarterly,MY,Malaysia,Households & NPISHs,All sectors,M,Market value,2021-Q4,73.1
Quarterly,MY,Malaysia,Non-financial corporations,All sectors,M,Market value,2021-Q4,69.5
Quarterly,MY,Malaysia,Private non-financial sector,All sectors,M,Market value,2021-Q4,142.5
Quarterly,NL,Netherlands,Non financial sector,All sectors,M,Market value,2021-Q4,307.2
Quarterly,NL,Netherlands,General government,All sectors,M,Market value,2021-Q4,59.4
Quarterly,NL,Netherlands,General government,All sectors,N,Nominal value,2021-Q4,52.5
Quarterly,NL,Netherlands,Households & NPISHs,All sectors,M,Market value,2021-Q4,101.5
Quarterly,NL,Netherlands,Non-financial corporations,All sectors,M,Market value,2021-Q4,146.3
Quarterly,NL,Netherlands,Private non-financial sector,All sectors,M,Market value,2021-Q4,247.8
Quarterly,NO,Norway,Non financial sector,All sectors,M,Market value,2021-Q4,278.3
Quarterly,NO,Norway,General government,All sectors,M,Market value,2021-Q4,42.9
Quarterly,NO,Norway,General government,All sectors,N,Nominal value,2021-Q4,42.6
Quarterly,NO,Norway,Households & NPISHs,All sectors,M,Market value,2021-Q4,98.0
Quarterly,NO,Norway,Non-financial corporations,All sectors,M,Market value,2021-Q4,137.4
Quarterly,NO,Norway,Private non-financial sector,All sectors,M,Market value,2021-Q4,235.4
Quarterly,NZ,New Zealand,Non financial sector,All sectors,M,Market value,2021-Q4,219.3
Quarterly,NZ,New Zealand,General government,All sectors,N,Nominal value,2021-Q4,47.6
Quarterly,NZ,New Zealand,Households & NPISHs,All sectors,M,Market value,2021-Q4,98.8
Quarterly,NZ,New Zealand,Non-financial corporations,All sectors,M,Market value,2021-Q4,72.9
Quarterly,NZ,New Zealand,Private non-financial sector,All sectors,M,Market value,2021-Q4,171.7
Quarterly,PL,Poland,Non financial sector,All sectors,M,Market value,2021-Q4,128.9
Quarterly,PL,Poland,General government,All sectors,M,Market value,2021-Q4,52.6
Quarterly,PL,Poland,General government,All sectors,N,Nominal value,2021-Q4,53.8
Quarterly,PL,Poland,Households & NPISHs,All sectors,M,Market value,2021-Q4,32.4
Quarterly,PL,Poland,Non-financial corporations,All sectors,M,Market value,2021-Q4,43.9
Quarterly,PL,Poland,Private non-financial sector,All sectors,M,Market value,2021-Q4,76.2
Quarterly,PT,Portugal,Non financial sector,All sectors,M,Market value,2021-Q4,306.4
Quarterly,PT,Portugal,General government,All sectors,M,Market value,2021-Q4,137.4
Quarterly,PT,Portugal,General government,All sectors,N,Nominal value,2021-Q4,125.5
Quarterly,PT,Portugal,Households & NPISHs,All sectors,M,Market value,2021-Q4,66.4
Quarterly,PT,Portugal,Non-financial corporations,All sectors,M,Market value,2021-Q4,102.7
Quarterly,PT,Portugal,Private non-financial sector,All sectors,M,Market value,2021-Q4,169.1
Quarterly,RU,Russia,Non financial sector,All sectors,M,Market value,2021-Q4,120.6
Quarterly,RU,Russia,General government,All sectors,N,Nominal value,2021-Q4,18.6
Quarterly,RU,Russia,Households & NPISHs,All sectors,M,Market value,2021-Q4,21.9
Quarterly,RU,Russia,Non-financial corporations,All sectors,M,Market value,2021-Q4,80.2
Quarterly,RU,Russia,Private non-financial sector,All sectors,M,Market value,2021-Q4,102.0
Quarterly,SA,Saudi Arabia,Non financial sector,All sectors,M,Market value,2021-Q4,112.9
Quarterly,SA,Saudi Arabia,General government,All sectors,N,Nominal value,2021-Q4,30.0
Quarterly,SA,Saudi Arabia,Households & NPISHs,All sectors,M,Market value,2021-Q4,16.0
Quarterly,SA,Saudi Arabia,Non-financial corporations,All sectors,M,Market value,2021-Q4,67.0
Quarterly,SA,Saudi Arabia,Private non-financial sector,All sectors,M,Market value,2021-Q4,82.9
Quarterly,SE,Sweden,Non financial sector,All sectors,M,Market value,2021-Q4,310.5
Quarterly,SE,Sweden,General government,All sectors,M,Market value,2021-Q4,38.1
Quarterly,SE,Sweden,General government,All sectors,N,Nominal value,2021-Q4,36.4
Quarterly,SE,Sweden,Households & NPISHs,All sectors,M,Market value,2021-Q4,92.7
Quarterly,SE,Sweden,Non-financial corporations,All sectors,M,Market value,2021-Q4,179.8
Quarterly,SE,Sweden,Private non-financial sector,All sectors,M,Market value,2021-Q4,272.5
Quarterly,SG,Singapore,Non financial sector,All sectors,M,Market value,2021-Q4,367.0
Quarterly,SG,Singapore,General government,All sectors,N,Nominal value,2021-Q4,145.9
Quarterly,SG,Singapore,Households & NPISHs,All sectors,M,Market value,2021-Q4,58.3
Quarterly,SG,Singapore,Non-financial corporations,All sectors,M,Market value,2021-Q4,162.8
Quarterly,SG,Singapore,Private non-financial sector,All sectors,M,Market value,2021-Q4,221.2
Quarterly,TH,Thailand,Non financial sector,All sectors,M,Market value,2021-Q4,232.4
Quarterly,TH,Thailand,General government,All sectors,N,Nominal value,2021-Q4,52.8
Quarterly,TH,Thailand,Households & NPISHs,All sectors,M,Market value,2021-Q4,90.9
Quarterly,TH,Thailand,Non-financial corporations,All sectors,M,Market value,2021-Q4,88.7
Quarterly,TH,Thailand,Private non-financial sector,All sectors,M,Market value,2021-Q4,179.7
Quarterly,TR,Turkey,Non financial sector,All sectors,M,Market value,2021-Q4,129.3
Quarterly,TR,Turkey,General government,All sectors,M,Market value,2021-Q4,39.6
Quarterly,TR,Turkey,General government,All sectors,N,Nominal value,2021-Q4,42.1
Quarterly,TR,Turkey,Households & NPISHs,All sectors,M,Market value,2021-Q4,14.7
Quarterly,TR,Turkey,Non-financial corporations,All sectors,M,Market value,2021-Q4,74.9
Quarterly,TR,Turkey,Private non-financial sector,All sectors,M,Market value,2021-Q4,89.6
Quarterly,US,United States,Non financial sector,All sectors,M,Market value,2021-Q4,277.6
Quarterly,US,United States,General government,All sectors,M,Market value,2021-Q4,120.6
Quarterly,US,United States,General government,All sectors,N,Nominal value,2021-Q4,116.3
Quarterly,US,United States,Households & NPISHs,All sectors,M,Market value,2021-Q4,77.0
Quarterly,US,United States,Non-financial corporations,All sectors,M,Market value,2021-Q4,80.0
Quarterly,US,United States,Private non-financial sector,All sectors,M,Market value,2021-Q4,156.9
Quarterly,XM,Euro area,Non financial sector,All sectors,M,Market value,2021-Q4,278.4
Quarterly,XM,Euro area,General government,All sectors,M,Market value,2021-Q4,107.2
Quarterly,XM,Euro area,General government,All sectors,N,Nominal value,2021-Q4,95.5
Quarterly,XM,Euro area,Households & NPISHs,All sectors,M,Market value,2021-Q4,59.9
Quarterly,XM,Euro area,Non-financial corporations,All sectors,M,Market value,2021-Q4,111.2
Quarterly,XM,Euro area,Private non-financial sector,All sectors,M,Market value,2021-Q4,171.2
Quarterly,ZA,South Africa,Non financial sector,All sectors,M,Market value,2021-Q4,136.2
Quarterly,ZA,South Africa,General government,All sectors,N,Nominal value,2021-Q4,70.1
Quarterly,ZA,South Africa,Households & NPISHs,All sectors,M,Market value,2021-Q4,34.1
Quarterly,ZA,South Africa,Non-financial corporations,All sectors,M,Market value,2021-Q4,31.9
Quarterly,ZA,South Africa,Private non-financial sector,All sectors,M,Market value,2021-Q4,66.0
Quarterly,4T,Emerging market economies (aggregate),Non financial sector,All sectors,M,Market value,2022-Q1,229.7
Quarterly,4T,Emerging market economies (aggregate),General government,All sectors,N,Nominal value,2022-Q1,66.4
Quarterly,4T,Emerging market economies (aggregate),Households & NPISHs,All sectors,M,Market value,2022-Q1,50.7
Quarterly,4T,Emerging market economies (aggregate),Non-financial corporations,All sectors,M,Market value,2022-Q1,112.6
Quarterly,4T,Emerging market economies (aggregate),Private non-financial sector,All sectors,M,Market value,2022-Q1,163.3
Quarterly,5A,All reporting economies,Non financial sector,All sectors,M,Market value,2022-Q1,259.6
Quarterly,5A,All reporting economies,General government,All sectors,M,Market value,2022-Q1,94.5
Quarterly,5A,All reporting economies,General government,All sectors,N,Nominal value,2022-Q1,92.5
Quarterly,5A,All reporting economies,Households & NPISHs,All sectors,M,Market value,2022-Q1,64.4
Quarterly,5A,All reporting economies,Non-financial corporations,All sectors,M,Market value,2022-Q1,100.8
Quarterly,5A,All reporting economies,Private non-financial sector,All sectors,M,Market value,2022-Q1,165.1
Quarterly,5R,Advanced economies,Non financial sector,All sectors,M,Market value,2022-Q1,279.9
Quarterly,5R,Advanced economies,General government,All sectors,M,Market value,2022-Q1,113.6
Quarterly,5R,Advanced economies,General government,All sectors,N,Nominal value,2022-Q1,110.3
Quarterly,5R,Advanced economies,Households & NPISHs,All sectors,M,Market value,2022-Q1,73.6
Quarterly,5R,Advanced economies,Non-financial corporations,All sectors,M,Market value,2022-Q1,92.7
Quarterly,5R,Advanced economies,Private non-financial sector,All sectors,M,Market value,2022-Q1,166.3
Quarterly,AR,Argentina,Non financial sector,All sectors,M,Market value,2022-Q1,103.8
Quarterly,AR,Argentina,General government,All sectors,N,Nominal value,2022-Q1,82.5
Quarterly,AR,Argentina,Households & NPISHs,All sectors,M,Market value,2022-Q1,4.3
Quarterly,AR,Argentina,Non-financial corporations,All sectors,M,Market value,2022-Q1,17.0
Quarterly,AR,Argentina,Private non-financial sector,All sectors,M,Market value,2022-Q1,21.3
Quarterly,AT,Austria,Non financial sector,All sectors,M,Market value,2022-Q1,237.5
Quarterly,AT,Austria,General government,All sectors,M,Market value,2022-Q1,87.9
Quarterly,AT,Austria,General government,All sectors,N,Nominal value,2022-Q1,83.5
Quarterly,AT,Austria,Households & NPISHs,All sectors,M,Market value,2022-Q1,50.6
Quarterly,AT,Austria,Non-financial corporations,All sectors,M,Market value,2022-Q1,99.0
Quarterly,AT,Austria,Private non-financial sector,All sectors,M,Market value,2022-Q1,149.6
Quarterly,AU,Australia,Non financial sector,All sectors,M,Market value,2022-Q1,235.5
Quarterly,AU,Australia,General government,All sectors,M,Market value,2022-Q1,53.5
Quarterly,AU,Australia,General government,All sectors,N,Nominal value,2022-Q1,53.1
Quarterly,AU,Australia,Households & NPISHs,All sectors,M,Market value,2022-Q1,118.0
Quarterly,AU,Australia,Non-financial corporations,All sectors,M,Market value,2022-Q1,64.0
Quarterly,AU,Australia,Private non-financial sector,All sectors,M,Market value,2022-Q1,182.0
Quarterly,BE,Belgium,Non financial sector,All sectors,M,Market value,2022-Q1,318.3
Quarterly,BE,Belgium,General government,All sectors,M,Market value,2022-Q1,115.7
Quarterly,BE,Belgium,General government,All sectors,N,Nominal value,2022-Q1,107.8
Quarterly,BE,Belgium,Households & NPISHs,All sectors,M,Market value,2022-Q1,61.2
Quarterly,BE,Belgium,Non-financial corporations,All sectors,M,Market value,2022-Q1,141.4
Quarterly,BE,Belgium,Private non-financial sector,All sectors,M,Market value,2022-Q1,202.6
Quarterly,BR,Brazil,Non financial sector,All sectors,M,Market value,2022-Q1,175.0
Quarterly,BR,Brazil,General government,All sectors,N,Nominal value,2022-Q1,89.8
Quarterly,BR,Brazil,Households & NPISHs,All sectors,M,Market value,2022-Q1,34.1
Quarterly,BR,Brazil,Non-financial corporations,All sectors,M,Market value,2022-Q1,51.1
Quarterly,BR,Brazil,Private non-financial sector,All sectors,M,Market value,2022-Q1,85.2
Quarterly,CA,Canada,Non financial sector,All sectors,M,Market value,2022-Q1,323.7
Quarterly,CA,Canada,General government,All sectors,M,Market value,2022-Q1,99.4
Quarterly,CA,Canada,General government,All sectors,N,Nominal value,2022-Q1,98.8
Quarterly,CA,Canada,Households & NPISHs,All sectors,M,Market value,2022-Q1,105.9
Quarterly,CA,Canada,Non-financial corporations,All sectors,M,Market value,2022-Q1,118.3
Quarterly,CA,Canada,Private non-financial sector,All sectors,M,Market value,2022-Q1,224.2
Quarterly,CH,Switzerland,Non financial sector,All sectors,M,Market value,2022-Q1,306.7
Quarterly,CH,Switzerland,General government,All sectors,M,Market value,2022-Q1,28.5
Quarterly,CH,Switzerland,General government,All sectors,N,Nominal value,2022-Q1,27.2
Quarterly,CH,Switzerland,Households & NPISHs,All sectors,M,Market value,2022-Q1,130.3
Quarterly,CH,Switzerland,Non-financial corporations,All sectors,M,Market value,2022-Q1,147.9
Quarterly,CH,Switzerland,Private non-financial sector,All sectors,M,Market value,2022-Q1,278.2
Quarterly,CL,Chile,Non financial sector,All sectors,M,Market value,2022-Q1,175.7
Quarterly,CL,Chile,General government,All sectors,M,Market value,2022-Q1,34.6
Quarterly,CL,Chile,General government,All sectors,N,Nominal value,2022-Q1,36.0
Quarterly,CL,Chile,Households & NPISHs,All sectors,M,Market value,2022-Q1,44.4
Quarterly,CL,Chile,Non-financial corporations,All sectors,M,Market value,2022-Q1,96.7
Quarterly,CL,Chile,Private non-financial sector,All sectors,M,Market value,2022-Q1,141.1
Quarterly,CN,China,Non financial sector,All sectors,M,Market value,2022-Q1,291.0
Quarterly,CN,China,General government,All sectors,N,Nominal value,2022-Q1,72.9
Quarterly,CN,China,Households & NPISHs,All sectors,M,Market value,2022-Q1,61.4
Quarterly,CN,China,Non-financial corporations,All sectors,M,Market value,2022-Q1,156.7
Quarterly,CN,China,Private non-financial sector,All sectors,M,Market value,2022-Q1,218.1
Quarterly,CO,Colombia,Non financial sector,All sectors,M,Market value,2022-Q1,129.1
Quarterly,CO,Colombia,General government,All sectors,N,Nominal value,2022-Q1,65.0
Quarterly,CO,Colombia,Households & NPISHs,All sectors,M,Market value,2022-Q1,30.017
Quarterly,CO,Colombia,Non-financial corporations,All sectors,M,Market value,2022-Q1,34.079
Quarterly,CO,Colombia,Private non-financial sector,All sectors,M,Market value,2022-Q1,64.1
Quarterly,CZ,Czechia,Non financial sector,All sectors,M,Market value,2022-Q1,125.4
Quarterly,CZ,Czechia,General government,All sectors,M,Market value,2022-Q1,39.6
Quarterly,CZ,Czechia,General government,All sectors,N,Nominal value,2022-Q1,42.8
Quarterly,CZ,Czechia,Households & NPISHs,All sectors,M,Market value,2022-Q1,34.4
Quarterly,CZ,Czechia,Non-financial corporations,All sectors,M,Market value,2022-Q1,51.4
Quarterly,CZ,Czechia,Private non-financial sector,All sectors,M,Market value,2022-Q1,85.8
Quarterly,DE,Germany,Non financial sector,All sectors,M,Market value,2022-Q1,199.3
Quarterly,DE,Germany,General government,All sectors,M,Market value,2022-Q1,70.3
Quarterly,DE,Germany,General government,All sectors,N,Nominal value,2022-Q1,67.6
Quarterly,DE,Germany,Households & NPISHs,All sectors,M,Market value,2022-Q1,56.2
Quarterly,DE,Germany,Non-financial corporations,All sectors,M,Market value,2022-Q1,72.8
Quarterly,DE,Germany,Private non-financial sector,All sectors,M,Market value,2022-Q1,129.0
Quarterly,DK,Denmark,Non financial sector,All sectors,M,Market value,2022-Q1,269.7
Quarterly,DK,Denmark,General government,All sectors,M,Market value,2022-Q1,35.7
Quarterly,DK,Denmark,General government,All sectors,N,Nominal value,2022-Q1,33.0
Quarterly,DK,Denmark,Households & NPISHs,All sectors,M,Market value,2022-Q1,98.7
Quarterly,DK,Denmark,Non-financial corporations,All sectors,M,Market value,2022-Q1,135.3
Quarterly,DK,Denmark,Private non-financial sector,All sectors,M,Market value,2022-Q1,234.0
Quarterly,ES,Spain,Non financial sector,All sectors,M,Market value,2022-Q1,284.4
Quarterly,ES,Spain,General government,All sectors,M,Market value,2022-Q1,125.9
Quarterly,ES,Spain,General government,All sectors,N,Nominal value,2022-Q1,117.6
Quarterly,ES,Spain,Households & NPISHs,All sectors,M,Market value,2022-Q1,57.0
Quarterly,ES,Spain,Non-financial corporations,All sectors,M,Market value,2022-Q1,101.5
Quarterly,ES,Spain,Private non-financial sector,All sectors,M,Market value,2022-Q1,158.5
Quarterly,FI,Finland,Non financial sector,All sectors,M,Market value,2022-Q1,256.2
Quarterly,FI,Finland,General government,All sectors,M,Market value,2022-Q1,72.7
Quarterly,FI,Finland,General government,All sectors,N,Nominal value,2022-Q1,72.0
Quarterly,FI,Finland,Households & NPISHs,All sectors,M,Market value,2022-Q1,66.8
Quarterly,FI,Finland,Non-financial corporations,All sectors,M,Market value,2022-Q1,116.7
Quarterly,FI,Finland,Private non-financial sector,All sectors,M,Market value,2022-Q1,183.5
Quarterly,FR,France,Non financial sector,All sectors,M,Market value,2022-Q1,355.7
Quarterly,FR,France,General government,All sectors,M,Market value,2022-Q1,122.8
